1399.5054997518166	9.0	
1425.959023722024	9.0	
1566.8201388660993	9.0	
1619.6803074718493	9.0	
1588.4215859202052	9.0	
1401.6575818808994	9.0	
1578.5782306388592	9.0	
1430.7104328952983	9.0	
1761.4060734988489	9.0	
1615.5602262477275	9.0	
1568.205953070299	9.0	
1473.4988347069038	9.0	
1606.2148586132112	9.0	
1484.358238529748	9.0	
1447.887334812557	9.0	
1637.37460835938	9.0	
1516.4791120496202	9.0	
1385.3662698675178	9.0	
1540.8197874023438	9.0	
1621.4784288053772	9.0	
1407.2294595722894	9.0	
1542.1344895019968	9.0	
1341.2256380593526	9.0	
1476.5178569835405	9.0	
1594.7124686174363	9.0	
1422.2758168885127	9.0	
1589.2409766176218	9.0	
1639.2632741327143	9.0	
1541.7619800435496	9.0	
1609.0573497836904	9.0	
1489.4754736928303	9.0	
1562.606832026575	9.0	
1661.5740527316955	9.0	
1528.708932242915	9.0	
1486.8007933685037	9.0	
1585.197210437778	9.0	
1561.786991540561	9.0	
1564.0736296065595	9.0	
1647.732152099594	9.0	
1405.950910644843	9.0	
1622.955032443028	9.0	
1558.2064241632647	9.0	
1639.955767047607	9.0	
1615.830937973446	9.0	
1370.4532370371917	9.0	
1678.2368713691944	9.0	
1523.2070256065404	9.0	
1527.7994318229894	9.0	
1598.646622739449	9.0	
1490.5523411755833	9.0	
2316.2927352845113	9.0	
2303.431007854443	9.0	
2466.4253126384615	9.0	
2354.232738995374	9.0	
2174.5509403387964	9.0	
2267.5104435469025	9.0	
2316.4874777620175	9.0	
2372.8085336501713	9.0	
2258.192709246962	9.0	
2313.7656334482954	9.0	
2265.675236448454	9.0	
2333.805643450752	9.0	
2319.753835979977	9.0	
2293.719443520556	9.0	
2272.7118652824183	9.0	
2292.608237738687	9.0	
2025.53340674759	9.0	
2266.9938630993174	9.0	
2363.699102000743	9.0	
2430.656199387828	9.0	
2337.1095809112167	9.0	
2322.401034488037	9.0	
2430.517999664927	9.0	
2279.6832833837384	9.0	
2340.785461431586	9.0	
2514.7743145342506	9.0	
2134.728593508578	9.0	
2065.2401460939	9.0	
2372.4005180059376	9.0	
2311.1751683996804	9.0	
2413.0060940836443	9.0	
2287.2577311058985	9.0	
2182.595676969971	9.0	
2484.3736537878463	9.0	
2168.466755985821	9.0	
2370.0700111345805	9.0	
2185.635320441054	9.0	
2320.9876747543826	9.0	
2273.357426562665	9.0	
2335.3492269453977	9.0	
