1667.2310380669899	13.0
1642.6213319440299	13.0
1665.7422963584745	13.0
1631.480066649656	13.0
1580.1093899561304	12.0
1632.6158449690033	12.0
1635.3863488808477	13.0
1532.0479562620856	12.0
1587.4343251059813	13.0
1646.5305002198377	13.0
1596.7272537577646	12.0
1532.2782176724243	11.0
1606.9646645629728	13.0
1627.2158539064756	13.0
1570.327090044579	13.0
1573.7688896999564	12.0
1591.9423393732459	11.0
1622.6572386164073	13.0
1676.3633770813324	13.0
1582.0041398859005	12.0
1623.8977198585387	12.0
1698.7103154257804	12.0
1663.4551765735482	13.0
1620.028455158049	13.0
1686.33685118062	13.0
1638.1735315140788	13.0
1612.807347371623	12.0
1711.2456400144351	14.0
1655.7767794560198	13.0
1666.4314889885964	13.0
1635.4232580880011	13.0
1520.4586161710367	12.0
1629.3683674462097	13.0
1687.7731315706544	12.0
1737.5918647330868	14.0
1576.794248872514	11.0
1659.4979621456375	13.0
1614.7182795527592	13.0
1650.282038521792	13.0
1647.4259051554775	13.0
1608.4737687500683	13.0
1629.897790300989	13.0
1626.1035491189998	12.0
1616.2333015397905	13.0
1613.144190530369	13.0
1656.119644744109	13.0
1550.214095104607	12.0
1629.6494547107006	13.0
1576.5382901360447	12.0
1638.8941342634619	12.0
1649.1482910854957	13.0
1609.8762518313279	12.0
1674.2766389906312	13.0
1750.053143075935	13.0
1620.9577794549018	13.0
1652.2647884211062	14.0
1687.8577096790816	13.0
1584.2680254750253	12.0
1692.3627010262687	13.0
1673.903085836613	13.0
1634.4521428812934	13.0
1650.5823807784814	13.0
1640.2586461170263	13.0
1653.9853711745018	13.0
1599.6984720817388	13.0
1583.0416015078113	12.0
1569.9179064555626	12.0
1643.52507958877	13.0
1581.3748406232196	13.0
1642.6737037519274	13.0
1628.9722966573095	13.0
1666.7616175589312	13.0
1634.2231755148503	13.0
1616.9318701917166	13.0
1583.0291309103386	12.0
1590.3292880193446	12.0
1618.2307537344484	13.0
1656.2142499823897	13.0
1574.1678058519271	12.0
1618.1238191529403	13.0
1653.7165525303217	14.0
1582.1877598836854	12.0
1574.7631164712232	12.0
1646.7228221700966	13.0
1610.5943495184295	13.0
1612.7482186310672	12.0
1625.5993118987217	13.0
1548.5541313526764	12.0
1580.577285143333	11.0
1716.0451624137436	13.0
1647.5974916066612	13.0
1563.744563537901	12.0
1628.7639293244517	12.0
1650.4034839405797	13.0
1622.0764233349096	13.0
1603.1074718827797	13.0
1656.7168750581566	13.0
1634.9591644091236	13.0
1627.776967825984	13.0
1658.2785803428362	12.0
1564.1510673657624	13.0
1559.9929974549223	12.0
1628.3461851203247	13.0
1695.2782539395866	13.0
1653.8219202694831	13.0
1628.8957781828315	13.0
1555.9404902145798	12.0
1528.6399008622725	12.0
1613.3594855865172	13.0
1539.2753661156205	12.0
1507.913106182743	11.0
1620.4566095921273	12.0
1686.9557835217224	13.0
1566.4247979239276	12.0
1605.2969488060444	12.0
1642.388296258407	13.0
1642.5018469769168	13.0
1621.0023427843316	12.0
1699.411795230078	14.0
1655.2921175224292	13.0
1635.0978113378233	13.0
1682.4567322064274	12.0
1722.9425013980126	14.0
1619.50768948437	13.0
1630.8377754884793	13.0
1690.2771330029436	14.0
1733.2716206428472	13.0
1704.901165097605	13.0
1716.7067219312378	14.0
1507.5556144039967	12.0
1545.3340676048906	12.0
1601.464448173151	13.0
1577.1358108348834	12.0
1668.9903110567077	14.0
1621.2098349010896	13.0
1606.3505835008536	12.0
1643.783604886385	12.0
1558.928221878064	12.0
1554.3050629576824	12.0
1568.3386783368694	12.0
1580.1111441556225	12.0
1624.5064674961702	13.0
