1589.7427222691022	9.0	
2317.6585276404535	9.0	
2348.443407560504	9.0	
2553.497941218866	9.0	
2254.72203833684	9.0	
2269.1720607027664	9.0	
2403.688659473277	9.0	
2217.074278251965	9.0	
2391.3930148914255	9.0	
2149.604055039676	9.0	
2433.419515364348	9.0	
2322.541567716157	9.0	
2362.63076677678	9.0	
2471.8245041015416	9.0	
2279.636221473771	13.0	
2382.1942404755305	15.0	
2105.181799433484	9.0	
2308.236385723194	9.0	
2449.6839826506957	11.0	
2298.7280336163244	8.0	
2343.565399137613	9.0	
2391.7995331022744	10.0	
2277.584202982245	9.0	
2169.136809158821	8.0	
2195.1863988382956	9.0	
2246.5336853260615	7.0	
2496.118290592922	7.0	
2309.190877490138	6.0	
2181.1630488129676	7.0	
2272.4611019967483	9.0	
2308.3400747714813	9.0	
2289.340637331968	14.0	
2313.537598664756	10.0	
2310.3023541371713	9.0	
2197.6894866137286	9.0	
2298.525492590779	9.0	
2517.624180210504	9.0	
2141.8586848670166	12.0	
2484.92008662112	9.0	
2241.850908553093	13.0	
2373.181116182057	9.0	
